BD;ID;TIPO;SUBTIPO;FECHA;DETONANTE;DETONANDES;FUENTE;SUBREGION;MUNICIPIO;PUEBLO;SITIO;INCERTIDUMB;NORTE;ESTE;FALLECIDOS;ECONOMICAS;NOTAS;LINKFOTO;CPU
ant;1829;Landslide;;2011-07-06;Rainfall;Vendaval;Rad 096259;Suroeste;Ciudad Bolívar;;La Floresta;High;5.852476;-76.0218469;0;15;;
ant;2280;Debris Flow;;2018-09-20;Rainfall;Lluvias;Minuto 30;Suroeste;Ciudad Bolívar;;Quebrada Los Monos en la Vereda Los Monos;High;5.852476;-76.0218469;3;0;Las autoridades reportaron la desaparición de tres personas. una mujer de 55 años, identificada como inés agudelo, y dos hombres, uno identificado como jesús mesa, de 80 años de edad, y otro cuya identidad no había sido establecida;
ant;2310;Debris Flow;;2019-04-06;Rainfall;Lluvias;Minuto 30;Suroeste;Ciudad Bolívar;;Quebrada la Arboleda en las Veredas Alto de Los Jaramillos y;High;5.852476;-76.0218469;1;0;;
ant;48;Debris Flow;;1998-06-09;Rainfall;Lluvias - El invierno;Corantioquia;Suroeste;Ciudad Bolívar;El Manzanillo;Vereda Los Monos.;Mid;5.8534969;-76.0188089;0;0;(di6author : c.p. di6date : 20/10/00);
ant;1435;Debris Flow;;2008-07-07;Rainfall;Vendaval;Clopad;Suroeste;Ciudad Bolívar;El Manzanillo;Vereda Manzanilllo Finca la Rosa;Mid;5.8534969;-76.0188089;0;0;Se solicita realizar estudio para analizar reubicacion de las viviendas//el municipio solicita recursos a la direccion nacional se delega geologo para visita y concepto de aval y ademas se dan ayudas humanitarias (DI6Author : gamh DI6Date : 2008 09 03);
ant;1440;Landslide;;2008-07-06;Rainfall;Lluvias - Desplazamiento del talud;Alcalde;Suroeste;Ciudad Bolívar;El Manzanillo;Veredas Manzanilllo Alfonso Lopez;Mid;5.8534969;-76.0188089;0;629;Se recibe las fichas de reporte de emergencia por la magnitud del evento la administracion municipal decide elevar el problema a la oficina nacional de atencion de desastres. (DI6Author : PABLO PUERTA DI6Date : 2008-09-06);
ant;8242;Landslide;;2021-05-08;Unkown;;Apacibol;Suroeste;Ciudad Bolívar;Ciudad Bolívar;Finca La Candela;low;5.857;-76.02;0;1 casa destruida;En la finca La Candela, zona urbana del municipio de Ciudad Bolívar Antioquia, un alud de tierra tapo parcialmente una de las viviendas ocasionando destrucción total del espacio destinado al hospedaje de los recolectores de café;
ant;287;Landslide;;1984-09-26;Rainfall;Lluvias - Época invernal;El Colombiano;Suroeste;Ciudad Bolívar;Ciudad Bolivar;Vía Bolivar-Samana-San Gregorio. Km 1.;Low;5.85722222222222;-76.0225;0;0;5º51´26´´ y 76º01´21´´. (di6author : di6date : );
ant;330;Debris Flow;;1930-04-20;Rainfall;Lluvias - Fuertes lluvias;El Colombiano;Suroeste;Ciudad Bolívar;Ciudad Bolivar;5º51´26´´ Y 76º01´21´´.;Low;5.85722222222222;-76.0225;1;0;(di6author : di6date : );
ant;8388;Landslide;;2021-09-12;Unkown;;El Colombiano;Suroeste;Ciudad Bolívar;Ciudad Bolívar;Ciudad Bolívar;High;5.85;-76.021;0;0;Cierres parciales en las vías por causa de derrumbes;
ant;8408;Landslide;;2021-10-06;Rainfall;;Dagran;Suroeste;Ciudad Bolivar;Ciudad Bolivar;Ciudad Bolivar;High;5.85;-76.02;0;0;Se reportaron movimientos en masa en vías terciarias y nacional afectando puente vehícular y generando pérdida de banca. En la zona urbana se presentó inundación afectando 3 viviendas y electrificadora;
ant;8409;Landslide;;2021-10-09;Rainfall;;Blue Radio;Suroeste;Ciudad Bolívar;Sector Samaria;vía Ciudad Bolívar-Salgar;High;5.85;-76.02;0;0;Los deslizamientos de tierra y roca tienen incomunicadas siete veredas y un corregimiento donde habitan 2 mil personas, que no solo han tenido dificultades para recibir sus víveres sino sus cosechas como los bultos de café que permanecen represados.;
ant;2154;Landslide;;2017-04-29;Rainfall;Lluvias;El Colombiano;Occidente;Santa Fe de Antioquia;Cativo;En el Kilómetro 97+100 de la Vía Santa Fe de Antioquia a Ura;Mid;6.64304;-75.87948;0;0;;
ant;8901;Landslide;;1937-11-04;Other cause;;ING.;;Liborina;Unknown;Unknown;Low;6.67;-75.81;4;20;;
ant;6;Landslide;;1973-08-28;Rainfall;Lluvias - El invierno;El Colombiano;Occidente;Liborina;;Vía Liborina-Sabanalarga.;Low;6.68527777777778;-75.8119444444444;0;0;6º41´07´´ y 75º48´43´´. (di6author : c.p. di6date : 10/12/00);
ant;8900;Debris Flow;;1964-06-04;Unknown;;Fuente externa al Servicio Geológico Colombiano;;Liborina;Quebrada Juan García;Quebrada Juan García;Low;6.68;-75.82;15;3;;
ant;8325;Landslide;;2021-06-19;Unkown;;Guardianes Antioquia;Occidente;Liborina;Corregimiento La Honda;Vereda Barrio nuevo;High;6.678;-75.812;0;7 casas sepultadas;En horas de la tarde se presentó deslizamiento de tierra en la vereda Barrio nuevo, municipio Liborina, información preliminar entre 6 a 7 casas quedaron sepultadas, las personas alcanzaron a salir de las viviendas;
ant;91;Landslide;;1996-11-21;Rainfall;Lluvias - Intensas lluvias;Corantioquia;Occidente;Liborina;;Calle 10.;High;6.67745;-75.811744;0;0;Al final de la carrera 10 sobre la margen izquierda aguas abajo de la quebrada juan garcía se presentó un deslizamiento este tiene unos 20m de ancho por 25 de alto pendiente alta mayor de 70 grados. la vía guamal-curutí se encuentra afectada por desl;
ant;487;Debris Flow;;1931-12-07;Rainfall;Lluvias - Fuerte invierno;El Colombiano;Occidente;Liborina;;La Playita quebrada Juan Garcia.;High;6.67745;-75.811744;5;0;(di6author : c.p. di6date : );
ant;488;Debris Flow;;1942-09-30;Rainfall;Lluvias - Fuertes lluvias;El Colombiano;Occidente;Liborina;;;High;6.67745;-75.811744;0;0;(di6author : c.p. di6date : );
ant;489;Debris Flow;;1953-10-13;Rainfall;Lluvias - Fuertes lluvias;El Colombiano;Occidente;Liborina;;;High;6.67745;-75.811744;2;0;(di6author : c.p. di6date : );
ant;490;Debris Flow;;1972-07-07;Rainfall;Lluvias - Fuertes lluvias;El Colombiano;Occidente;Liborina;;;High;6.67745;-75.811744;0;0;(di6author : c.p. di6date : );
ant;491;Landslide;;1952-05-30;Unknown;Otra causa - No se sabe;El Colombiano;Occidente;Liborina;;El Palmar.;High;6.67745;-75.811744;1;0;(di6author : c.p. di6date : );
ant;492;Landslide;;1984-10-31;Unknown;Otra causa - No se define;El Colombiano;Occidente;Liborina;;Vía Liborina-Sabanalarga;High;6.67745;-75.811744;0;0;(di6author : c.p. di6date : );
ant;493;Landslide;;1987-11-04;Unknown;Otra causa - No se define;El Colombiano;Occidente;Liborina;;Vía Liborina-La Angelina.;High;6.67745;-75.811744;0;0;(di6author : c.p. di6date : );
ant;787;Landslide;;1996-09-18;Unknown;Otra causa - No se sabe;Dapard.;Occidente;Liborina;;C. la Venota V. Peregrino.;High;6.67745;-75.811744;0;0;(di6author : cp. di6date : );
ant;1552;Debris Flow;;2009-05-05;Rainfall;Vendaval;Unknown;Occidente;Liborina;;El Carmen de la Venta;High;6.67745;-75.811744;0;25;;
ant;1558;Debris Flow;;2009-05-07;Rainfall;Vendaval;Unknown;Occidente;Liborina;;El Carmen de la Venta;High;6.67745;-75.811744;0;25;;
ant;1816;Landslide;;2011-06-03;Rainfall;Vendaval;P;Occidente;Liborina;;Varias;High;6.67745;-75.811744;0;0;;
ant;2052;Landslide;;2013-11-15;Rainfall;Lluvias;Reporte Cmgrd Rad 484068;Occidente;Liborina;;Zona urbana - sector Aprocal;High;6.67745;-75.811744;0;6;;
ant;2055;Landslide;;2013-11-18;Rainfall;Lluvias;Reporte Cmgrd Rad 490407;Occidente;Liborina;;Zona urbana - sector Aprocal;High;6.67745;-75.811744;0;4;;
ant;2066;Landslide;;2014-05-08;Rainfall;Lluvias;Reporte Cmgrd Rad 219816;Occidente;Liborina;;Zona rural - Vereda Pamplona;High;6.67745;-75.811744;1;6;;
ant;2085;Debris Flow;;2014-10-06;Rainfall;Lluvias;Reporte Cmgrd Rad 484615;Occidente;Liborina;;Quebrada la Pava y las Abejas;High;6.67745;-75.811744;0;1001;;
ant;8623;Debris Flow;;2022-08-21;Rainfall;;El Colombiano;Occidente;Olaya;Corregimiento de Sucre;Corregimiento de Sucre;Mid;6.595;-75.796;0;0;Hay reporte de un daño en la vía que conduce al corregimiento de Sucre en el municipio de Olaya por el desbordamiento del río Tahamí. El desbordamiento del afluente causó afectaciones en el puente de la zona y dejó sin paso hacia los municipios de;
ant;509;Debris Flow;;1971-11-18;Rainfall;Lluvias - Fuertes lluvias;El Colombiano;Occidente;Olaya;;Vía a Carolina y Sabanalarga.;High;6.6280317;-75.8124747;0;0;(di6author : c.p. di6date : );
ant;510;Landslide;;1971-07-23;Unknown;Otra causa - No se define;El Colombiano;Occidente;Olaya;;;High;6.6280317;-75.8124747;0;0;(di6author : c.p. di6date : );
ant;1469;Debris Flow;;2008-10-10;Rainfall;Lluvias - Movimiento en masa de tierra que formaron embalses generando;Secretaría Planeación;Occidente;Olaya;;Vereda quebrada Seca;High;6.6280317;-75.8124747;0;350;Necesitan hora de retroescabadora (DI6Author : PABLO PUERTA DI6Date : 2008 10 01);
ant;1569;Landslide;;2009-06-11;Rainfall;Vendaval;Unknown;Occidente;Olaya;;Zona rural y urbana;High;6.6280317;-75.8124747;0;60;;
ant;8716;Landslide;;2023-09-11;Rainfall;Se reporta en simultáneo varios eventos en Antioquia por las fuertes lluvias de este mes.;Denuncias Antioquia;Occidente;Cañasgordas;Pantanillo;Sibre la vía Cañasgordas- Santafe de Anquia km 72 desde Medellin;mid;6.614;-75.872;0;0;Se reporta en simultáneo varios eventos en Antioquia por las fuertes lluvias de este mes. Sin embargo no se presentan perdidas humanas reportadas por este tipo de desastre natural.;
ant;8379;Landslide;;2021-09-07;Unkown;;Devimar;Occidente;Santa Fe de Antioquia;Sector El Tunal;km 104 Vía entre Santa Fe de Antioquia y Cañasgordas;Low;6.613;-75.853;0;0;Cierre Total de la vía entre Santa Fe de Antioquia y Cañasgordas en el sector El Tunal (PR 104), por caída de material;
ant;8566;Landslide;;2022-06-12;Unknown;;Invias;Occidente;Santa Fe de Antioquia;Sector El Tunal;km 104+500 Vía Santa Fe de Antioquia - Cañasgordas;Low;6.612;-75.852;0;0;Cierre total de la vía entre Santa Fe de Antioquia y Cañasgordas por caída de material en el sector El Tunal;
ant;22;Landslide;;1996-10-30;Rainfall;Lluvias - El invierno;Corantioquia;Occidente;Liborina;El Carmen - La Venta;;Mid;6.682441;-75.750187;0;0;El deslizamiento es de gran magnitud tiene 400-600m de longitud por un ancho variable de 20-50m. en el momento de la visita se presenta grietas grandes y asentamientos en la parte superior de la corona lo que puede indicar que el proceso continúa. se re;
ant;841;Landslide;;1996-09-18;Unknown;Otra causa - No se sabe;Dapard.;Occidente;Liborina;El Carmen - La Venta;V. Peregrino.;Mid;6.682441;-75.750187;0;0;Instituciones participantes: c.l.e. y dapard. (DI6Author : C.P. DI6Date : );
ant;8903;Landslide;;2013-10-17;Anthropogenic;;Unknown;;Buriticá;Sector de San Antonio;Sector de San Antonio;Low;6.75;-75.92;3;0;ACCIDENTE MINEROREPORTA DESLIZAMIENTO EN MINA DE ORO LOS MANRRIQUE SECTOR RURAL LOS ASIENTOS; EVENTO OCASIONADO POR RUPTURA DE TOLVA EMPLEADA PARA EXTRACCION DE MINERAL; DEJANDO 2 PERSONAS LESIONADAS REMITIDAS AL HOSPITAL LOCAL Y 4 PERSONAS DESAPARECIDAS;
ant;8904;Landslide;;2006-11-05;Rainfall;;Unknown;;Buriticá;Corregimiento Los Asientos  a cinco munitos de zona urbana.;Corregimiento Los Asientos  a cinco munitos de zona urbana.;Low;6.73;-75.9;2;5;Deslizamiento de tierra que afecto una vivienda.El deslizamiento ocurrio al amanecer del lunes de noviembre donde un deslizamiento de tierra derribo un muro ocasionando la muerte de Luz Marina Tuberquia Higuita de 38 a�os y Deisy carolina Monsalve Tube;
ant;86;Landslide;;1996-04-30;Rainfall;Lluvias - Intensas lluvias;Corantioquia;Occidente;Buriticá;;V. Araos.;High;6.7192948;-75.9080161;0;0;Existen fuertes pendientes en la región el terreno presenta fracturas de diferentes tamaños y direcciones parecen ser que las lluvias agravan en alguna medida el problema. el deslizamiento parece de tipo planar y presenta una corona con diferencia de 1;
ant;1317;Landslide;;2006-11-06;Rainfall;Lluvias - Deslizamiento de tierra que afectó una vivienda;Sisa-Hospital Buritica.;Occidente;Buriticá;;Corregimiento Los Asientos a Cinco Munitos de Zona Urbana.;High;6.7192948;-75.9080161;2;5;El deslizamiento ocurrio al amanecer del lunes de noviembre donde un deslizamiento de tierra derribo un muro ocasionando la muerte de luz marina tuberquia higuita de 38 años y deisy carolina monsalve tuberquia de 11 años la necrocia de las victimas fue;
ant;1369;Landslide;;2007-04-30;Rainfall;Lluvias;Secretaría Planeación;Occidente;Buriticá;;El Eden;High;6.7192948;-75.9080161;0;0;Se suministran materiales orden de servicio no 2007-os-26-0402 $3.269.416 (DI6Author : GAMH DI6Date : 2007 09 01);
ant;1531;Landslide;;2009-02-25;Rainfall;Vendaval;Unknown;Occidente;Buriticá;;Guadal;High;6.7192948;-75.9080161;0;15;;
ant;8145;Debris Flow;;2020-09-23;Rainfall;Rainfall;Dagran;Occidente;Buriticá;;Vía a Tabacal;Low;6.72;-75.907;0;15 viviendas afectadas;Se presentó una avenida torrencial con afectaciones en 15 viviendas y cultivos, en dos puentes: uno vehicular y otro peatonal, y pérdida de parte de la calzada hacia tabacal.;
ant;8437;Landslide;;2021-11-11;Rainfall;;El Colombiano;Occidente;Buriticá;Buriticá;Buriticá;Mid;6.72;-75.907;0;0;Varios movimientos en masa que averiaron el acueducto municipal afectando 1.473 familias y fue atrapado un camión de la Policía que tenía explosivos, armamento y artillería;
ant;834;Debris Flow;;1996-05-30;Rainfall;Lluvias - Fuertes lluvias;Dapard.;Occidente;Liborina;La Merced;;Mid;6.76559;-75.74921;0;0;Inst. participantes: c.l.e y alcaldia. (DI6Author : C.P. DI6Date : );
ant;8902;Landslide;;2009-06-09;Unknown;;Unknown;;Liborina;Vereda La Montañita;Unknown;Mid;6.749;-75.784;2;5;SE BRINDO APOYO A TRAVES DEL DEPARTAMENTO;
ant;8235;Landslide;;2021-04-27;Rainfall;;Caracol Radio;Occidente;Sopetrán;Corregimiento Horizontes;sector el Pomar;mid;6.598;-75.739;0;0;En Sopetrán la vía que conduce al corregimiento Horizontes en el sector el Pomar está cerrada por un deslizamiento de tierra.;
ant;8687;Debris Flow;;2023-05-12;Rainfall;;Dagran;Occidente;Sopetrán;Sopetrán;Sopetrán;Mid;6.50562;-75.743731;0;Viviendas afectadas;Se registró avenida torrencial en quebrada la Sopetrana en Sopetrán. Afectaciones en algunas infraestructuras;
ant;89;Landslide;;1996-10-30;Rainfall;Lluvias - Altas precipitaciones;Corantioquia;Occidente;Sopetrán;;;High;6.501534;-75.743398;0;0;Los taludes han sido afectados por la quebrada en diferentes ocasiones sin embargo en los ultimos años no ha habido probolema ya que el cauce se ha desplazado. la quebrada posee un buen poder de arrastre. el problema se viene presentando hace años exis;
ant;101;Debris Flow;;1998-06-12;Anthropic;Error humano - Cauce intervenido desviado e invadido;Corantioquia;Occidente;Sopetrán;;Q. la Quebradita.;High;6.501534;-75.743398;0;0;Aún no se ha determinado si es una quebrada o un caño. la mayoría de las viviendas no guardan el retiro mínimo de la quebradita hay algunas que invaden y alteran el cauce con las edificaciones. la mayoría de las viviendas están mal construídas con;
ant;105;Landslide;;1999-06-30;Rainfall;Lluvias - Intensas lluvias que ocasionaron la subida del nivel del río;Corantioquia;Occidente;Sopetrán;;V. Los Almendros.;High;6.501534;-75.743398;0;0;El caserío se encuentra en la margen derecha del rio cauca (aguas abajo) unos metros arriba del puente paso real y frente a la desembocadura del río tonuzco. en este sector se presenta un cambio brusco de dirección del cauce del río cauca debido a la;
ant;654;Debris Flow;;1971-05-08;Rainfall;Lluvias - El invierno;El Colombiano;Occidente;Sopetrán;;Quebrada la Sopetrana.;High;6.501534;-75.743398;0;0;(di6author : c.p. di6date : );
ant;655;Landslide;;1945-07-03;Unknown;Otra causa - No se especifica;El Colombiano;Occidente;Sopetrán;;;High;6.501534;-75.743398;0;0;(di6author : c.p. di6date : );
ant;656;Debris Flow;;1943-04-26;Rainfall;Lluvias - Fuerte invierno;El Colombiano;Occidente;Sopetrán;;Qbda. la Miranda;High;6.501534;-75.743398;0;0;(di6author : c.p. di6date : );
ant;782;Landslide;;1996-10-28;Unknown;Otra causa - No se sabe;Dapard.;Occidente;Sopetrán;;Clle Benjamin Herrera Salida a Liborina.;High;6.501534;-75.743398;0;30;(di6author : c.p. di6date : );
ant;840;Debris Flow;;1996-06-03;Rainfall;Lluvias - Época invernal;Dapard.;Occidente;Sopetrán;;V . la Puerta y Juntas.;High;6.501534;-75.743398;0;125;Actualizado de la ficha número 980370 del dnpad. (DI6Author : C.P. DI6Date : 31/07/01);
ant;1301;Debris Flow;;2006-05-08;Rainfall;Lluvias;Clopad;Occidente;Sopetrán;;Sectores:La Cabaña Cra Heliodoro el Porvenir la Quebradit;High;6.501534;-75.743398;0;0;Solicitan evaluacion geologica de la zona de inestabilidad en la parte alta de la qebrada (di6author : bcc di6date : 2006/05/16);
ant;1307;Landslide;;2006-05-20;Rainfall;Lluvias - Deslizamiento que se llevo parte de La Banca de la carretera;Prensa;Occidente;Sopetrán;;Vía que Comunica con el Municipio;High;6.501534;-75.743398;0;0;(di6author : rudy di6date : mayo-2006);
ant;1486;Landslide;;2008-10-14;Rainfall;Lluvias - Deslizamiento por lluvia afecta estabilidad y viviendas;Alcalde;Occidente;Sopetrán;;La Puerta;High;6.501534;-75.743398;0;0;Se entrega ficha de reporte al geologo ver informe en carpeta del municipio//se necesita reubicar las 8 viviendas (DI6Author : PABLO PUERTA DI6Date : 2008 10 14);
ant;1633;Landslide;;2010-07-01;Rainfall;Vendaval;R 217705;Occidente;Sopetrán;;Calle 10, Chachafruto, Llano de Montaña;High;6.501534;-75.743398;0;25;;
ant;1678;Landslide;;2010-09-23;Rainfall;Vendaval;R 265976;Occidente;Sopetrán;;Subida al Llano;High;6.501534;-75.743398;0;40;;
ant;1760;Landslide;;2011-03-07;Rainfall;Vendaval;Rad 038471;Occidente;Sopetrán;;Cordoba - Juntas;High;6.501534;-75.743398;0;0;;
ant;2190;Landslide;;2017-11-09;Unknown;Desconocida;El Colombiano;Occidente;Sopetrán;;Carretera que Comunica a Los Municipios de Medellín y Santa;High;6.501534;-75.743398;0;0;Cerrada la vía desde las 7:30 y hasta las 9:00 de la mañana;
ant;85;Landslide;;1996-04-25;Rainfall;Lluvias - Intenso invierno;Corantioquia;Occidente;Sopetrán;Montegrande;;Mid;6.53813;-75.70312;0;0;La finca está en una zona de altas pendientes. el suelo se encuentra muy fracturado y suelto las grietas tienen tamaños variables y no poseen direcciones determinadas. la propiedad esta dentro una zona de fallas. las fuertes y abundantes lluvias parece;
ant;104;Landslide;;1998-11-04;Anthropic;Error humano - Deforestación abundante;Corantioquia;Occidente;Sopetrán;Montegrande;;Mid;6.53813;-75.70312;0;0;El problema es un deslizamiento de lodo y piedra que se presenta en la parte alta de la vereda montegrande este cae a la quebrada la cosme obstruyendo la bocatoma y contribuyendo a la sedimentación y deterioro del agua para consumo humano. el factor ant;
ant;8560;Landslide;;2022-05-23;Unknown;;Devimar;Occidente;San Jerónimo;Sector Ebéjico;Km 34 Vía entre Medellín y San Jerónimo;Low;6.413;-75.706;0;0;Caida de rocas con cierre de la calzada descendente en la vía entre Medellín y San Jerónimo, sector Ebéjico (PR 34), por caída de material;
ant;8378;Landslide;;2021-09-07;Unkown;;Devimar;Occidente;San Jerónimo;Sector Meloneras;km 18+200 Vía entre San Jerónimo y Santa Fe de Antioquia;Mid;6.455;-75.749;0;0;Caida de rocas con cierre Total de la vía entre San Jerónimo y Santa Fe de Antioquia en el sector Meloneras (PR 18+200) por caída de material;
ant;8223;Landslide;;2021-02-01;Rainfall;;DAGRAN;Occidente;San Jeronimo;Vereda El Cedro;El Cedro;mid;6.442;-75.729;0;1 casa destruida;Se presentó movimiento en masa dejando una vivienda colapsada y otra en riesgo.;
ant;90;Landslide;;1996-11-11;Anthropic;Error humano - Construcción de la vía;Corantioquia;Occidente;San Jerónimo;;S. Quintanilla.;High;6.4428257;-75.7277669;0;0;En el sitio quintanilla en la parte posterior del barrio san vicente por la base de esta colina pasa una vía que conduce a una urbanización. la vía ocasiona varios deslizamientos y los trabajos de ampliación han llevado a que los taludes aumenten de;
ant;99;Landslide;;1997-09-17;Anthropic;Error humano - Deforestación ganadería quemas;Corantioquia;Occidente;San Jerónimo;;V. Alto Colorado.;High;6.4428257;-75.7277669;0;0;El deslizamiento tiene aproximadamente 80m de ancho en la corona y 100m de alto tiene pendiente promedia de 70º y el material es un saprolito deleznable.la zona presenta deforestación intensa ganadería quemas y una acequia en la parte superior. el fen;
ant;103;Landslide;;1998-08-03;Anthropic;Error humano - Construcción de vía (tunel de occidente);Corantioquia;Occidente;San Jerónimo;;V. el Berrial y la Palma.;High;6.4428257;-75.7277669;0;0;Vereda el berrial: se presenta un deslizamiento que afectó gravemente dos viviendas. el fenómeno es relativamente reciente. despues de iniciados los trabajos del tunel de occidente se empezaron a ver grietas perpendiculares a la pendiente. es posible q;
ant;182;Landslide;;1988-10-18;Rainfall;Lluvias - Época invernal;El Colombiano;Occidente;San Jerónimo;;Vía Medellín-Santa Fe de Antioquia.Km 47;High;6.4428257;-75.7277669;0;0;(di6author : c.p. di6date : 28/03/01);
ant;912;Debris Flow;;1999-01-09;Unknown;Otra causa - No reportada;Dnpad;Occidente;San Jerónimo;;;High;6.4428257;-75.7277669;4;10;(di6author : di6date : );
ant;1365;Landslide;;2007-08-16;Anthropic;Error humano - Accidente donde camión colisiona con cuatro vehiculos livian;Clopad Municipio de San Jerónimo;Occidente;San Jerónimo;;Sitio a Dos Km Abajo de la Bomba de San Jerónimo;High;6.4428257;-75.7277669;7;0;Se presenta accidente con dos versiones: 1 por caida de rocas un camión pierde el control y colisiona con cuatro vehiculos liviano. 2 camión por pérdida de frenos colisiona con cuatro vehiculos y produce la muerte de 7 persona y heridas a 14 personas.;
ant;1530;Landslide;;2009-02-24;Rainfall;Vendaval;Unknown;Occidente;San Jerónimo;;Rural/Urbana;High;6.4428257;-75.7277669;0;95;;
ant;1654;Landslide;;2010-08-03;Rainfall;Vendaval;R 244352;Occidente;San Jerónimo;;Rural y urbana;High;6.4428257;-75.7277669;0;0;;
ant;1754;Landslide;;2011-01-24;Rainfall;Vendaval;Rad 009834;Occidente;San Jerónimo;;Varias;High;6.4428257;-75.7277669;0;0;;
ant;1823;Landslide;;2011-06-08;Rainfall;Vendaval;P;Occidente;San Jerónimo;;Cienaga, Los Cedros;High;6.4428257;-75.7277669;0;0;;
ant;1833;Landslide;;2011-07-14;Rainfall;Vendaval;Rad 101288;Occidente;San Jerónimo;;Urbano - rural;High;6.4428257;-75.7277669;0;0;;
ant;1959;Landslide;;2012-05-02;Rainfall;Lluvias;Reporte Clopad;Occidente;San Jerónimo;;;High;6.4428257;-75.7277669;0;13;;
ant;2199;Landslide;;2017-12-31;Unknown;Desconocida;El Mundo;Occidente;San Jerónimo;;Km 36+700 sector la Aldea, Vía Medellín-Santa Fe de Antioqui;High;6.4428257;-75.7277669;0;0;;
ant;2321;Landslide;;2019-08-08;Anthropic;Error humano - El incidente ocurrió “en la ejecución de las actividades de;El Colombiano;Occidente;San Jerónimo;;Kilómetro 28, Obras de la Doble Calzada que entre Medellín y;High;6.4428257;-75.7277669;1;0;Como césar enciso, de 29 años de edad, fue identificado el auxiliar de obra que falleció en la tarde de este jueves, mientras trabajaba en las obras de la doble calzada que entre medellín y santa fe de antioquia, en el occidente antioqueño.;
ant;816;Debris Flow;;2000-11-02;Rainfall;Lluvias - Desbordamiento quebrada La Aldaña;Clopad;Norte;Belmira;;Zona rural;High;6.6050767;-75.6663784;0;113;El dapard suministró 80 bultos de cemento ($1.144.000) 700 adobes ($343.000) 100 bloques de 15x20x40 ($99.500) para un total de $ 1.586.500. (di6author : di6date : );
ant;1254;Debris Flow;;2005-11-16;Rainfall;Lluvias - Creciente del río Chico;Municipio;Norte;Belmira;;;High;6.6050767;-75.6663784;0;67;11 familias afectadas. 31 hectáreas perdidas y 2 trucheras afectadas. solicitan alimentos colchonetas kits de cocina frazadas. pérdida de 60 mts de la banca vía belmira - horizontes (di6author : luz dary di6date : 16-11-05);
ant;1397;Debris Flow;;2008-04-20;Rainfall;Lluvias - Creciente de la quebrada;Alcaldía;Norte;Belmira;;áRea urbana y la Aldaña;High;6.6050767;-75.6663784;0;100;Inundacion de viviendas derrumbamiento de muros de contencion caida de postes de la energia y de luz colapsado del alcantarillado destruccion de puentes (2) y gaviones (DI6Author : PABLO PUERTA DI6Date : 2008-MAYO-01);
ant;2192;Debris Flow;;2017-10-22;Rainfall;Lluvias;Teleantioquia;Norte;Belmira;;;High;6.6050767;-75.6663784;0;0;;
ant;817;Debris Flow;;2000-11-02;Rainfall;Lluvias - Inundación y avalancha;Clopad;Occidente;Sopetrán;Cordoba;Urbano y Rural:Veredas y Corregimiento Cordoba;Mid;6.5178857;-75.7702082;0;105;El dapard apoyó con materiales de construcción: 300 sacos cemento ($4.290.000) y 1.790 adobes ($833.000) para un total de $ 5.123.000/la dnpad apoyó con 250 kgrs. de arroz./oficial de enlace nore elena valencia garcía (DI6Author : DI6Date : );
ant;1343;Landslide;;2007-05-22;Rainfall;Lluvias - Deslizamiento y desestabilización de talud;Coordinador Clopad;Occidente;Santa Fe de Antioquia;Tonusco Arriba;;Mid;6.5563454;-75.8706773;0;62;Pendiente envíen solicitud detallada de aportes (di6author : luz dary di6date : 29-05-07);
ant;8216;Landslide;;2021-04-10;Rainfall;;Devimar;Occidente;Santa Fe de Antioquia;Sector Paso Real;Puente Paso Real;mid;6.511;-75.815;0;0;Cierre total de la vía entre Santa Fe de Antioquia y Medellín en el sector de Puente paso real (PR 7) por deslizamiento de tierra.;
ant;8389;Landslide;;2021-09-12;Unkown;;El Colombiano;Occidente;Santa Fé de Antioquia;Santa Fé de Antioquia;Santa Fé de Antioquia;High;6.559;-75.828;0;0;Cierres parciales en las vías por causa de derrumbes;
ant;92;Landslide;;1997-04-14;Anthropic;Error humano - Construcción de vía;Corantioquia;Occidente;Santa Fe de Antioquia;Santafé de Antioquia;B. Llano de Bolivar.;Mid;6.5592991;-75.82554;0;0;En el puente paso real existen unos taludes que son el resultado de la vía estos son inestables y ocasionan frecuentes deslizamientos. en el barrio llano de bolivar existen en los alrededores una explotación ilegal esta zona se encuentra en proceso de;
ant;93;Debris Flow;;1997-04-14;Rainfall;Lluvias - Abundantes lluvias;Corantioquia;Occidente;Santa Fe de Antioquia;Santafé de Antioquia;Puente Paso Real.;Mid;6.5592991;-75.82554;0;0;En el puente paso real existen unos taludes que son el resultado de la vía estos son inestables y ocasionan frecuentes deslizamientos. en el barrio llano de bolivar existen en los alrededores una explotación ilegal esta zona se encuentra en proceso de;
ant;94;Debris Flow;;1997-04-14;Rainfall;Lluvias - Abundantes lluvias;Corantioquia;Occidente;Santa Fe de Antioquia;Santafé de Antioquia;Vía a Turbo.;Mid;6.5592991;-75.82554;0;0;En el puente paso real existen unos taludes que son el resultado de la vía estos son inestables y ocasionan frecuentes deslizamientos. en el barrio llano de bolivar existen en los alrededores una explotación ilegal esta zona se encuentra en proceso de;
ant;260;Landslide;;1943-04-27;Rainfall;Lluvias - Fuertes lluvias;El Colombiano;Occidente;Santa Fe de Antioquia;Santafé de Antioquia;La Meseta.;Mid;6.5592991;-75.82554;0;0;(di6author : c.p. di6date : 8/04/01);
